station_token,horizon_d,event_era,is_weekend,missing_count,q_1d_bin,q_mean_7d_bin,q_std_7d_bin,q_mean_30d_bin,q_std_30d_bin,q_min_30d_bin,q_max_30d_bin,logq_1d_bin,dlogq_1d_bin,abs_dlogq_mean7_bin,flashiness_7d_bin,q_missing_30d_bin,month_bin,dayofyear_bin,slice_lowflow,target_rapid_surge_next,row_id
ecaee3d1008f,3,0,0,0,1,0,1,0,0,1,0,1,6,1,1,1,9,9,1,0,261966181661761337
6d697f14bc8e,7,2,0,0,10,9,9,9,9,9,9,10,8,5,5,1,2,2,0,0,261970586536351581
75ed4952b7fc,7,2,0,0,6,6,4,6,4,7,6,6,6,4,4,1,7,7,1,0,261974271727046572
de2e1a39a06a,3,0,0,0,10,10,11,9,11,8,10,10,10,9,8,1,11,11,0,0,261979884782739255
043b694d9c5e,7,2,0,0,3,3,3,3,2,5,2,3,8,8,8,1,7,7,0,0,261994228936573711
54bdd761dc96,3,2,0,0,7,7,7,7,7,7,7,7,7,2,2,1,3,3,0,0,262022198583386707
ec691497ec28,7,2,0,0,8,8,7,8,6,9,7,8,3,2,2,1,7,7,0,0,262024884115814050
de2e1a39a06a,7,2,1,0,7,7,7,8,10,7,10,7,2,3,3,1,3,3,0,0,262027851186194921
de2e1a39a06a,3,0,1,0,8,9,10,9,10,8,10,8,2,6,6,1,4,3,0,1,262031536556344021
95b9d4fe1271,7,2,0,0,3,2,2,2,2,4,2,3,8,2,2,1,0,0,0,0,262037955694658301
caf2a2a8004c,7,0,0,0,11,11,10,11,10,11,11,11,3,3,3,1,6,6,0,0,262042410549198059
de2e1a39a06a,7,2,1,0,9,10,11,10,11,9,11,9,1,7,7,1,0,0,0,0,262058857035660587
25827051ce85,7,1,0,0,11,11,11,11,11,11,11,11,1,7,7,1,4,4,0,1,262063803524414629
25827051ce85,7,2,0,0,10,10,10,10,10,11,10,10,3,6,6,1,11,11,1,0,262064516829190572
7b281033e46b,3,1,0,0,7,9,10,9,10,7,9,7,6,9,10,1,7,7,0,1,262074636479497882
e0b4f7b875db,3,0,0,0,1,0,1,1,2,1,2,1,6,1,1,1,6,6,0,1,262086847859444059
ae58d21b0db5,3,0,0,0,4,4,3,3,2,5,2,4,11,8,7,1,5,4,0,0,262091729447986374
5a95829744b6,3,1,0,0,7,7,7,7,7,5,7,7,9,10,8,1,4,3,0,0,262092539512149026
88c5daebbe7a,3,1,0,0,5,5,6,5,4,6,5,5,10,9,9,1,1,1,0,0,262103231318034731
ae58d21b0db5,3,0,1,0,4,3,3,4,4,4,5,4,2,8,8,1,3,3,0,0,262118336856173612
44451e6362f6,3,2,0,0,4,4,2,4,3,5,3,4,7,4,5,1,8,8,0,0,262134135298779107
fd98e5d506f4,7,1,1,0,5,5,6,5,5,3,5,5,0,11,11,1,3,3,0,0,262140311595797043
72e6d542f7e1,3,1,0,0,11,11,11,11,11,11,11,11,10,5,5,1,6,6,0,0,262141760781528946
ae58d21b0db5,3,2,0,0,5,4,4,4,4,5,4,5,11,10,10,1,2,2,0,0,262153108209055565
44c3d411b9d0,3,2,1,0,1,1,2,1,2,1,2,1,6,4,5,1,11,11,0,1,262154007590262445
5f8b91f5d962,3,1,0,0,7,8,9,7,8,8,8,7,4,7,7,1,7,7,0,0,262162501716334799
7b281033e46b,3,0,1,0,9,9,10,9,8,9,8,9,3,6,6,1,3,2,0,0,262185532057105292
ae58d21b0db5,7,1,0,0,3,3,3,3,3,5,3,3,1,9,9,1,5,5,0,0,262190463663094267
6d697f14bc8e,7,1,0,0,7,7,7,8,9,7,8,7,9,3,3,1,11,11,1,0,262191603052092375
54bdd761dc96,3,2,0,0,7,7,8,7,7,7,7,7,8,6,6,1,8,8,1,0,262192202553080088
748d7819e37e,7,0,0,0,1,1,1,0,0,2,0,1,6,1,1,1,8,8,1,0,262194556696255133
ef34da8c2c0d,3,2,0,0,4,4,4,3,4,3,3,4,1,10,10,1,1,1,1,0,262197195851746977
043b694d9c5e,7,1,0,0,3,3,3,3,2,5,2,3,1,8,8,1,4,4,0,0,262204041614689958
1ef64aab5c17,3,2,0,0,1,0,1,7,10,1,9,1,6,1,1,1,1,1,1,1,262218814707276037
724c5ce66e47,3,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,3,3,1,0,262226275172970428
d2a09753fb88,3,0,1,0,5,4,4,3,4,1,3,5,11,11,11,1,0,0,1,0,262228138955141633
ec691497ec28,7,1,1,0,8,8,7,8,7,8,7,8,8,3,3,1,5,5,0,0,262232188633725586
75ed4952b7fc,3,0,0,0,7,7,6,7,8,7,7,7,2,4,4,1,3,3,0,0,262244068639430380
72e6d542f7e1,3,0,0,0,10,11,11,11,10,11,11,10,8,4,5,1,8,8,0,1,262246671024861414
1ef64aab5c17,7,2,1,0,1,8,10,10,10,1,9,1,6,11,11,1,1,1,0,0,262250306267660382
724c5ce66e47,3,1,0,0,2,2,2,2,2,1,1,2,8,2,2,1,6,6,0,0,262251171244959633
ec691497ec28,3,0,1,0,8,8,7,8,7,8,7,8,3,2,2,1,11,10,0,0,262253413631885429
ecaee3d1008f,3,1,1,0,1,1,2,1,1,2,1,1,4,2,2,1,2,2,0,1,262254317872523623
de2e1a39a06a,3,2,1,0,7,7,8,7,7,7,7,7,3,5,5,1,4,4,0,0,262276082152524080
bed96b6743fa,7,0,0,0,2,2,2,2,2,4,2,2,3,3,3,1,2,2,0,0,262279626599894637
b7c0806de860,7,1,0,0,8,8,8,9,9,8,9,8,9,5,5,1,0,0,0,0,262286893995846893
1404ea258012,7,0,0,0,11,11,11,11,11,10,11,11,10,5,5,1,2,1,0,0,262291167920812861
44451e6362f6,7,0,1,0,4,4,6,4,4,3,4,4,1,11,11,1,5,5,0,0,262291455752513919
b7c0806de860,3,1,0,0,8,8,9,9,8,9,8,8,2,6,6,1,4,4,0,0,262292793204620429
609de232a4d4,3,2,0,0,5,5,6,5,4,5,5,5,2,9,10,1,3,3,1,0,262294401270645488
89606b98d91b,7,2,1,0,9,9,7,9,7,10,8,9,7,2,2,1,6,6,0,0,262297841114140544
b64df5bf243d,7,0,1,0,1,1,1,0,0,2,0,1,4,1,1,1,8,8,1,0,262308850297968725
b64df5bf243d,7,1,0,0,2,1,1,1,1,3,1,2,7,1,1,1,3,3,0,0,262309450647040007
1ef64aab5c17,3,1,0,0,10,10,9,10,8,10,10,10,6,3,3,1,0,0,0,0,262317039976809028
ec691497ec28,3,2,0,0,8,8,8,8,8,8,8,8,8,3,3,1,7,7,0,0,262320501750477721
caf2a2a8004c,7,0,1,0,10,10,10,10,10,10,10,10,7,3,3,1,0,0,1,0,262330647658030925
ecaee3d1008f,3,1,0,0,2,1,2,1,2,2,1,2,1,5,5,1,5,5,0,0,262376398296542488
89606b98d91b,7,2,1,0,9,9,7,9,8,9,8,9,4,2,2,1,6,6,0,0,262389938994270326
95b9d4fe1271,7,1,0,0,2,2,1,1,1,4,1,2,7,1,1,1,9,9,1,0,262412224946517580
ecaee3d1008f,7,2,0,0,2,2,2,2,2,4,2,2,3,3,3,1,0,0,0,0,262431338294531298
ef34da8c2c0d,3,1,0,0,2,3,4,3,4,3,4,2,3,11,11,1,1,1,1,1,262440042217551826
b7c0806de860,3,1,0,0,8,9,10,9,9,9,9,8,8,7,7,1,0,0,0,1,262442421603014830
de2e1a39a06a,3,0,0,0,7,7,8,7,8,7,7,7,2,7,6,1,9,9,0,1,262445339798722602
b7c0806de860,7,1,0,0,8,8,8,8,9,8,8,8,1,4,4,1,2,2,0,0,262451708282858645
75ed4952b7fc,7,0,1,0,9,10,10,9,10,7,10,9,1,6,6,1,11,10,0,0,262458964880681378
5a95829744b6,7,0,1,0,7,7,7,7,7,6,7,7,2,8,8,1,5,5,0,0,262459780692905602
748d7819e37e,3,0,0,0,1,1,1,1,1,2,1,1,6,1,1,1,4,4,0,0,262462086956978923
6d697f14bc8e,3,1,0,0,9,10,10,10,9,10,10,9,9,5,5,1,9,9,0,0,262493307682702090
5f8b91f5d962,3,2,0,0,9,9,7,9,8,9,8,9,7,1,1,1,11,11,0,0,262525126023574770
bed96b6743fa,7,0,0,0,1,0,1,0,0,1,0,1,6,1,1,1,7,7,1,0,262530093117449271
406ae854b991,7,0,0,0,1,0,1,0,0,1,0,1,6,1,1,1,6,6,1,0,262537992528373850
b64df5bf243d,3,0,0,0,1,1,1,1,1,2,1,1,6,1,1,1,4,4,0,0,262544509183313640
88c5daebbe7a,3,1,0,0,4,5,6,5,5,6,5,4,1,9,9,1,7,7,0,0,262544858713670921
bed96b6743fa,3,0,1,0,1,0,1,0,0,1,0,1,6,1,1,1,5,5,0,0,262591982670064235
7d9cf5e9ab13,7,0,0,0,1,0,1,6,7,1,7,1,6,1,1,1,0,0,1,1,262612245368141491
caf2a2a8004c,7,0,0,0,11,11,10,11,10,11,11,11,4,3,3,1,7,7,0,0,262617602067862428
de2e1a39a06a,3,1,1,0,8,9,9,10,10,9,10,8,3,5,5,1,3,3,0,0,262617994062706044
748d7819e37e,7,0,1,0,2,2,2,2,2,4,2,2,2,5,5,1,0,0,0,0,262623955578500308
043b694d9c5e,3,2,0,0,3,3,3,3,2,5,2,3,5,8,9,1,11,11,0,0,262624642985289084
5a95829744b6,7,0,1,0,7,7,8,7,7,5,7,7,2,11,11,1,2,2,0,0,262634569789782477
56c9efc58838,3,0,0,0,7,7,5,7,7,8,7,7,7,2,2,1,9,9,1,0,262637859834916233
ae58d21b0db5,7,2,0,0,4,3,4,5,5,4,5,4,1,10,10,1,2,2,0,0,262644469147213573
406ae854b991,7,0,1,0,1,0,1,1,2,1,2,1,6,1,1,1,7,7,0,1,262644490792872914
df7628a2379b,7,2,0,0,1,2,2,2,2,1,2,1,0,7,8,1,9,9,0,0,262655718516009795
5f8b91f5d962,3,2,0,0,7,7,4,7,5,8,7,7,7,1,1,1,11,10,1,0,262662978894847205
de2e1a39a06a,3,1,0,0,9,8,10,9,11,8,10,9,11,7,7,1,1,1,0,0,262673028307686983
de2e1a39a06a,7,1,0,0,7,7,8,7,7,6,7,7,4,8,8,1,9,9,1,0,262689715071098728
df7628a2379b,7,0,1,0,1,2,3,2,2,1,2,1,0,10,10,1,8,8,0,0,262691754542105401
fd98e5d506f4,3,0,1,0,5,4,5,5,5,3,4,5,0,10,10,1,5,5,0,0,262693263037423450
748d7819e37e,7,0,1,0,1,1,1,0,0,2,0,1,6,1,1,1,8,8,1,0,262704109734060016
25827051ce85,7,0,0,0,11,11,11,11,11,11,11,11,9,7,7,1,8,8,0,0,262711847240404335
748d7819e37e,3,2,0,0,1,1,1,0,0,2,0,1,6,1,1,1,5,5,1,0,262715194011269035
bed96b6743fa,7,0,0,0,3,2,2,2,2,4,2,3,4,3,3,1,0,0,0,0,262717446369566013
95b9d4fe1271,7,0,1,0,2,2,1,2,1,4,1,2,4,2,2,1,7,7,0,0,262723254004231177
7b281033e46b,7,0,1,0,9,9,8,10,8,10,9,9,4,3,3,1,11,11,0,0,262730939319894561
72e6d542f7e1,7,2,0,0,10,10,10,10,10,11,10,10,8,4,4,1,11,11,1,0,262743337939832175
bed96b6743fa,7,0,0,0,2,2,2,2,2,3,2,2,8,6,5,1,0,0,0,1,262747342815955184
88c5daebbe7a,3,2,1,0,3,4,3,4,3,5,3,3,10,9,10,1,11,10,1,0,262760275106938672
ef34da8c2c0d,7,1,0,0,5,3,6,4,5,3,5,5,11,11,11,1,6,6,0,0,262763957756610764
4e9a08ea6a04,3,2,1,0,3,3,3,3,3,2,3,3,10,10,10,1,0,0,1,0,262772006567093552
de2e1a39a06a,7,1,0,0,6,7,3,7,6,7,7,6,5,2,2,1,5,5,0,0,262774098449203707
7b281033e46b,7,2,0,0,8,8,9,8,9,7,8,8,10,6,6,1,7,7,1,1,262788245717640986
caf2a2a8004c,3,2,0,0,11,11,10,11,10,11,11,11,4,4,4,1,4,4,0,0,262789052919427000
75ed4952b7fc,7,0,1,0,9,10,10,10,10,9,10,9,8,7,7,1,1,1,0,0,262793003605083435
25827051ce85,7,2,0,0,11,11,11,11,11,11,11,11,0,7,7,1,4,4,0,1,262803541566777019
1404ea258012,3,0,0,0,11,11,11,11,11,11,11,11,8,7,7,1,6,6,0,0,262804781892848904
95b9d4fe1271,3,1,1,0,3,3,2,2,4,5,4,3,7,4,4,1,0,0,0,0,262807663367506510
1ef64aab5c17,3,0,0,0,10,9,10,10,10,10,10,10,4,5,5,1,5,5,0,0,262815181140227184
117bd0e19e2a,7,0,0,0,5,5,6,5,6,2,5,5,11,11,11,1,2,2,0,0,262831413412348862
44451e6362f6,7,2,0,0,4,5,3,3,4,4,3,4,8,5,5,1,9,9,1,0,262832486193734702
406ae854b991,7,2,0,0,1,0,1,0,1,1,0,1,6,1,1,1,11,10,0,0,262841569708826800
ef34da8c2c0d,3,0,1,0,4,4,3,4,3,5,3,4,9,8,8,1,9,9,0,0,262846327931623739
ae58d21b0db5,3,0,0,0,3,4,3,4,2,5,3,3,0,9,9,1,5,5,0,0,262849444405681579
1ef64aab5c17,3,1,0,0,9,9,9,9,8,10,8,9,6,3,3,1,9,9,0,1,262860158028478968
4e9a08ea6a04,3,1,0,0,3,3,4,2,3,1,3,3,0,11,10,1,2,2,1,0,262864720596746465
ae58d21b0db5,7,1,0,0,4,4,3,3,3,4,3,4,0,9,9,1,7,7,0,0,262878373584716601
56c9efc58838,7,2,0,0,7,7,7,8,8,8,8,7,6,2,2,1,11,11,0,1,262883749572280220
95b9d4fe1271,7,0,0,0,2,2,2,2,2,4,2,2,4,3,3,1,5,5,0,0,262888924761656534
4e9a08ea6a04,3,0,0,0,4,4,4,3,3,5,3,4,11,10,10,1,8,8,0,0,262890495055577808
1404ea258012,3,1,0,0,11,11,11,11,11,11,11,11,8,6,6,1,6,6,0,0,262891866512141530
5a95829744b6,7,2,0,0,7,7,7,6,7,6,6,7,10,9,9,1,7,7,1,0,262892527971678285
ef34da8c2c0d,3,0,1,0,5,5,6,6,5,4,5,5,2,10,11,1,3,3,0,0,262897695155328625
ae58d21b0db5,7,0,0,0,4,3,3,3,3,4,3,4,11,9,9,1,1,1,1,0,262904073257443178
72e6d542f7e1,7,0,1,0,11,11,11,11,10,11,11,11,3,4,4,1,8,8,0,0,262908584629470759
72e6d542f7e1,7,1,0,0,11,11,11,11,11,11,11,11,8,5,5,1,2,2,0,0,262909216769784406
406ae854b991,3,1,0,0,1,0,1,1,1,1,1,1,6,1,1,1,7,7,0,1,262920775579403466
44c3d411b9d0,7,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,11,11,1,0,262923468523882488
ef34da8c2c0d,7,0,0,0,4,4,3,4,4,5,3,4,9,9,9,1,9,9,0,0,262924971455815208
1404ea258012,7,0,0,0,10,10,11,10,11,11,11,10,4,6,6,1,11,11,0,0,262926705323963253
ae58d21b0db5,3,0,0,0,4,3,3,3,3,4,2,4,11,10,9,1,8,8,1,0,262931327507927178
44c3d411b9d0,7,0,0,0,1,0,1,0,0,1,0,1,6,1,1,1,4,4,1,1,262944466938307497
1ef64aab5c17,3,2,0,0,10,10,9,10,8,10,9,10,5,2,2,1,8,8,0,0,262947290289469670
ecaee3d1008f,3,1,0,0,2,1,1,1,1,1,1,2,8,2,2,1,11,11,0,1,262978246028038581
406ae854b991,7,0,0,0,1,0,1,0,1,1,1,1,6,1,1,1,1,1,0,1,262979723381008276
043b694d9c5e,3,1,1,0,4,3,3,3,2,5,2,4,10,8,7,1,11,10,0,0,262981165083087550
88c5daebbe7a,7,1,0,0,4,4,6,5,5,3,5,4,10,11,11,1,7,7,1,0,262992870260514100
df7628a2379b,7,2,0,0,4,2,3,1,2,1,2,4,11,10,10,1,2,2,0,0,262993157634218681
72e6d542f7e1,7,2,0,0,10,11,11,11,11,10,11,10,1,6,6,1,2,2,0,1,262998900098220773
ecaee3d1008f,7,0,1,0,1,0,1,0,0,1,0,1,6,1,1,1,4,4,1,0,263037087061601742
de2e1a39a06a,3,1,1,0,5,6,2,6,4,7,5,5,3,2,2,1,8,8,1,0,263046924792040895
56c9efc58838,7,2,0,0,10,10,10,10,10,9,10,10,10,5,5,1,3,3,0,0,263050283450024508
fd98e5d506f4,7,2,0,0,5,5,4,5,5,2,5,5,6,9,9,1,6,6,0,0,263051050790900042
b64df5bf243d,3,1,0,0,1,1,1,1,0,2,0,1,6,1,1,1,11,10,0,0,263052017875285304
25827051ce85,7,0,0,0,11,11,11,11,11,11,11,11,0,5,5,1,5,5,0,1,263062836114259458
bed96b6743fa,7,2,0,0,2,2,2,2,1,4,1,2,3,2,2,1,2,1,0,0,263066031621073005
6d697f14bc8e,7,0,0,0,10,10,9,10,8,10,10,10,9,5,5,1,6,6,0,0,263083659264431926
ef34da8c2c0d,7,0,0,0,5,5,4,5,5,3,5,5,10,8,9,1,6,5,0,0,263084698589707174
7b281033e46b,7,2,0,0,8,9,10,9,9,9,9,8,1,6,7,1,0,0,0,0,263089801499749585
d2a09753fb88,7,0,0,0,3,3,3,4,4,4,4,3,11,10,10,1,11,11,1,0,263090743826044685
4e9a08ea6a04,7,2,0,0,3,3,4,3,3,2,3,3,0,11,10,1,1,1,1,1,263100386513505556
406ae854b991,7,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,11,11,1,0,263105477306567425
ecaee3d1008f,3,2,0,0,2,2,2,2,2,4,2,2,3,2,2,1,4,4,0,0,263112565839010493
caf2a2a8004c,3,0,0,0,11,11,11,11,10,11,11,11,8,4,4,1,6,6,0,0,263121493666495532
b7c0806de860,7,1,0,0,9,9,9,9,9,9,9,9,1,6,6,1,2,2,0,0,263124591718331417
ae58d21b0db5,3,0,1,0,4,4,3,4,3,5,3,4,9,10,9,1,6,6,0,0,263125375763618482
75ed4952b7fc,3,1,0,0,7,7,5,7,8,7,7,7,8,3,3,1,4,4,0,0,263134720521881512
ec691497ec28,7,0,0,0,8,8,6,8,7,9,8,8,3,2,2,1,6,6,0,0,263135896553492136
609de232a4d4,3,2,1,0,4,4,3,5,6,6,6,4,10,8,8,1,8,8,1,0,263138737851685705
ae58d21b0db5,7,0,0,0,4,4,4,4,3,5,3,4,1,9,8,1,3,3,0,0,263142827770345010
de2e1a39a06a,3,1,0,0,6,6,4,6,6,6,6,6,2,5,5,1,9,9,1,0,263143186666629016
b7c0806de860,7,2,0,0,9,9,9,9,9,9,9,9,10,6,6,1,9,9,0,0,263156882580400169
54bdd761dc96,3,0,0,0,9,9,9,8,9,8,8,9,2,5,5,1,11,10,0,0,263159290300647344
caf2a2a8004c,7,0,0,0,11,11,10,11,10,11,10,11,8,3,3,1,5,5,0,0,263165107493715651
1404ea258012,3,2,1,0,11,11,11,11,11,11,11,11,10,5,5,1,5,5,0,0,263176075034112666
748d7819e37e,7,1,0,0,2,1,1,1,1,2,1,2,8,2,2,1,11,10,0,0,263180872706807256
25827051ce85,7,1,1,0,11,11,11,11,11,11,11,11,8,6,7,1,9,9,0,0,263181374895319617
609de232a4d4,7,0,0,0,6,6,4,5,4,6,5,6,11,7,7,1,11,10,0,0,263188946493439083
1ef64aab5c17,7,0,0,0,10,10,10,10,9,10,10,10,5,4,4,1,8,8,0,0,263195129248663839
043b694d9c5e,7,1,0,0,3,3,3,3,2,5,2,3,10,8,8,1,11,11,0,0,263195936776144475
609de232a4d4,3,2,1,0,3,5,5,5,4,6,5,3,0,8,9,1,0,0,0,1,263205906466889894
406ae854b991,3,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,3,3,1,1,263215293016655116
ec691497ec28,7,1,1,0,8,8,6,8,7,8,7,8,7,2,2,1,7,7,0,0,263218181963269024
609de232a4d4,3,2,0,0,4,4,4,4,4,5,4,4,0,10,10,1,4,4,1,0,263223082044694144
fd98e5d506f4,3,1,0,0,5,4,6,5,6,2,5,5,9,11,11,1,5,5,0,0,263228763167941555
b64df5bf243d,7,1,0,0,1,1,1,1,0,2,0,1,6,1,1,1,6,6,0,0,263230645361629310
89606b98d91b,3,0,1,0,8,8,7,8,6,9,8,8,4,2,2,1,11,10,1,0,263237212078767664
1404ea258012,7,0,0,0,11,11,11,11,11,11,11,11,9,6,6,1,7,7,0,0,263237467184188646
de2e1a39a06a,3,1,0,0,7,7,8,7,9,7,8,7,3,5,5,1,11,10,0,0,263241738495091000
7d9cf5e9ab13,7,1,0,0,6,6,6,6,6,6,6,6,4,9,9,1,9,9,0,0,263257107468303998
56c9efc58838,7,1,0,0,8,8,8,8,9,8,9,8,4,3,3,1,4,4,0,0,263270601439248632
609de232a4d4,7,0,0,0,6,6,6,6,6,6,6,6,11,9,8,1,6,6,0,0,263272543099368620
7d9cf5e9ab13,3,1,0,0,6,6,6,6,6,7,6,6,1,9,8,1,9,9,0,0,263276625261641712
54bdd761dc96,7,2,1,0,7,7,7,7,8,7,7,7,1,6,5,1,7,7,0,0,263281300419334542
043b694d9c5e,3,0,0,0,4,4,3,3,2,5,3,4,2,8,8,1,11,10,0,0,263284482620156006
54bdd761dc96,3,2,0,0,1,2,3,6,8,1,7,1,0,11,11,1,5,5,1,0,263289242849412253
748d7819e37e,3,2,0,0,1,1,1,1,1,2,1,1,4,2,2,1,2,2,0,0,263293034721827412
88c5daebbe7a,7,0,0,0,6,6,6,6,5,6,6,6,11,7,7,1,9,9,0,0,263302275651966225
b7c0806de860,7,2,1,0,7,7,8,8,9,7,9,7,10,7,7,1,8,8,1,0,263302764685329690
bed96b6743fa,7,0,1,0,3,3,2,2,2,4,2,3,4,3,3,1,11,11,0,0,263307675703449589
bed96b6743fa,7,1,0,0,2,2,2,2,1,3,1,2,3,4,4,1,0,0,0,1,263322547356112461
caf2a2a8004c,7,1,0,0,10,10,11,10,11,10,10,10,9,6,6,1,1,1,1,1,263338693490584735
25827051ce85,3,1,1,0,11,11,11,11,11,11,11,11,11,7,7,1,5,5,0,0,263345465360334295
ae58d21b0db5,7,1,0,0,5,5,4,5,4,5,4,5,10,10,10,1,3,2,0,0,263359057354338071
44451e6362f6,3,2,1,0,2,2,2,2,3,3,2,2,1,7,7,1,0,0,1,0,263366107695735962
75ed4952b7fc,7,1,1,0,6,6,5,6,7,7,7,6,4,4,5,1,7,7,1,0,263367097072972258
b64df5bf243d,7,0,0,0,1,1,1,0,1,2,1,1,7,1,1,1,11,10,1,1,263367791257595111
ae58d21b0db5,7,2,0,0,2,2,3,2,2,4,2,2,10,9,9,1,6,6,1,0,263368650020158567
fd98e5d506f4,3,0,0,0,5,5,5,5,6,3,5,5,1,10,10,1,5,5,0,0,263374980623753841
25827051ce85,7,1,0,0,11,11,11,11,11,11,11,11,3,7,7,1,6,6,0,1,263380107640371771
44c3d411b9d0,7,1,1,0,1,0,1,0,0,1,0,1,6,1,1,1,11,11,1,0,263400473432192526
56c9efc58838,7,0,0,0,9,8,10,8,9,8,9,9,0,8,8,1,2,2,0,0,263403261054676710
609de232a4d4,7,1,0,0,5,5,4,5,4,6,5,5,11,8,8,1,1,1,0,0,263404188534361725
b7c0806de860,7,2,0,0,9,9,10,8,9,7,9,9,4,6,5,1,2,2,1,0,263415263946166541
7d9cf5e9ab13,3,2,0,0,7,6,7,6,6,7,6,7,1,7,7,1,4,4,0,0,263417328221531275
609de232a4d4,3,2,1,0,5,5,4,4,3,6,3,5,10,7,8,1,4,3,1,0,263423136883450173
1ef64aab5c17,7,2,0,0,10,10,8,10,8,10,9,10,9,3,3,1,11,11,0,0,263429769222801232
6d697f14bc8e,7,2,0,0,9,9,9,10,9,10,9,9,10,5,5,1,9,9,0,0,263433632320123922
748d7819e37e,7,0,0,0,1,1,1,1,1,2,1,1,6,1,1,1,4,4,0,0,263440145785993645
de2e1a39a06a,3,2,0,0,7,7,8,7,7,7,7,7,2,7,7,1,5,4,0,0,263443645827500977
7d9cf5e9ab13,7,1,0,0,1,6,8,6,7,2,7,1,0,11,11,1,0,0,0,1,263448633485106393
6d697f14bc8e,7,2,0,0,10,10,9,10,9,10,10,10,4,5,4,1,7,7,0,0,263449668755774213
1404ea258012,3,1,1,0,11,11,11,11,11,11,11,11,1,7,6,1,5,4,0,0,263457987763022534
de2e1a39a06a,3,0,0,0,7,7,9,7,8,7,7,7,10,8,6,1,9,9,0,0,263458961050739116
25827051ce85,7,2,1,0,11,11,11,11,11,11,11,11,11,7,7,1,4,3,0,0,263462674649143314
ef34da8c2c0d,3,2,1,0,5,4,5,5,5,5,4,5,2,10,9,1,11,10,0,0,263463450031170214
72e6d542f7e1,7,1,0,0,11,11,11,11,11,11,11,11,5,5,6,1,9,9,0,0,263468008232926349
56c9efc58838,7,0,0,0,8,8,4,8,8,9,8,8,4,1,1,1,8,8,0,0,263477625415795900
bed96b6743fa,3,0,1,0,1,0,1,0,1,1,0,1,6,1,1,1,5,5,0,0,263481875675542991
df7628a2379b,7,1,1,0,1,2,3,1,2,1,2,1,6,9,9,1,3,3,0,0,263490825223443579
b64df5bf243d,3,1,1,0,1,1,1,1,0,2,1,1,4,1,1,1,5,5,0,0,263492652386712609
44c3d411b9d0,7,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,5,5,1,0,263504779684102515
043b694d9c5e,3,2,0,0,3,3,3,3,2,5,2,3,2,7,7,1,3,3,0,0,263517468805881401
72e6d542f7e1,7,2,1,0,11,11,11,11,11,11,11,11,2,4,4,1,3,3,0,0,263521873834766651
ae58d21b0db5,7,0,0,0,5,4,4,4,4,5,4,5,11,10,10,1,0,0,0,0,263527607293724860
5a95829744b6,3,1,1,0,7,7,7,6,7,6,6,7,2,7,7,1,5,5,0,0,263533190322440622
043b694d9c5e,7,0,0,0,3,5,5,4,4,4,4,3,0,8,10,1,8,8,0,0,263540347006933162
4e9a08ea6a04,7,0,0,0,5,4,4,3,3,4,3,5,1,10,9,1,2,2,0,0,263543058050191788
406ae854b991,3,2,0,0,1,1,1,1,1,1,1,1,6,1,1,1,0,0,0,0,263546923951517917
75ed4952b7fc,7,0,0,0,7,7,8,7,7,7,7,7,9,6,6,1,5,5,0,0,263552398280247736
7b281033e46b,3,0,1,0,9,9,9,9,8,9,8,9,3,4,4,1,11,10,0,0,263557835508970591
ae58d21b0db5,7,2,0,0,4,4,3,4,3,5,3,4,1,9,9,1,8,8,0,0,263559427354873448
117bd0e19e2a,3,1,0,0,6,5,5,5,5,3,5,6,11,11,11,1,11,11,0,0,263568343761480634
b7c0806de860,7,1,0,0,7,9,10,9,10,7,9,7,0,9,11,1,7,7,0,1,263577507304200473
117bd0e19e2a,3,0,0,0,5,3,5,4,4,3,4,5,1,11,11,1,1,1,1,0,263611214933751760
043b694d9c5e,7,1,1,0,3,3,2,3,3,5,3,3,4,8,9,1,1,0,0,0,263634036439433540
ef34da8c2c0d,3,1,1,0,6,5,7,4,6,3,5,6,1,11,11,1,5,5,0,0,263648414057380879
88c5daebbe7a,7,0,0,0,6,6,6,6,4,6,5,6,11,8,9,1,11,11,0,0,263655154865746227
88c5daebbe7a,7,1,0,0,2,5,7,6,6,3,6,2,1,10,11,1,0,0,0,1,263657115965420794
7d9cf5e9ab13,3,0,0,0,7,7,7,6,6,7,6,7,11,8,8,1,2,2,0,0,263662558638511430
b7c0806de860,7,0,0,0,9,9,10,9,9,9,9,9,9,6,6,1,5,5,0,0,263665082025541506
44451e6362f6,3,2,0,0,5,5,2,5,2,6,3,5,9,3,3,1,11,10,0,0,263679777529871753
6d697f14bc8e,3,1,0,0,10,10,10,10,9,10,9,10,1,5,5,1,5,4,0,0,263688967361850891
609de232a4d4,3,0,0,0,5,5,3,5,6,2,6,5,9,7,7,1,0,0,1,0,263689584458747414
bed96b6743fa,7,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,6,6,0,0,263727500104252883
df7628a2379b,7,1,0,0,1,2,3,1,2,1,2,1,6,11,11,1,1,1,0,0,263732987148762666
